Transaction_Date,Transaction_Year,Transaction_Month,Brand,Model,Manufacture_Year,Car_Age_At_Sale,Mileage_km,Displacement_cc,Horsepower_PS,Seats,Color,Dealer,Price_HKD
2025/09,2025,9,TOYOTA,VOXY HYBRID SZ 1.8,2022,3,31000.0,1797.0,170,7,White,Kings Motor Co,398000.0
2025/09,2025,9,PORSCHE,911 CARRERA C2S COUPE,2012,13,30000.0,3800.0,400,4,Black,Kings Motor Co,688000.0
2025/09,2025,9,LAMBORGHINI,SVJ,2019,6,1800.0,6498.0,759,2,Black,Zhong Hwa Motors Co. Ltd,4380000.0
2025/09,2025,9,ASTON MARTIN,Vanqnish,2015,10,25000.0,5935.0,568,2,Grey,Zhong Hwa Motors Co. Ltd,1280000.0
2025/09,2025,9,BENTLEY,BENTAYGA,2017,8,19000.0,5950.0,608,5,Grey,Zhong Hwa Motors Co. Ltd,2388000.0
2025/09,2025,9,LEXUS,ISF,2008,17,52000.0,4968.0,423,4,White,Zhong Hwa Motors Co. Ltd,268000.0
2025/09,2025,9,FORD,MUSTANG SHELBY GT500,2013,12,11000.0,5800.0,662,4,Blue,Zhong Hwa Motors Co. Ltd,728000.0
2025/09,2025,9,PORSCHE,964,1991,34,88000.0,3600.0,250,4,Purple,Zhong Hwa Motors Co. Ltd,688000.0
2025/09,2025,9,MERCEDES-BENZ,AMG A45,2013,12,33000.0,1991.0,360,5,White,Zhong Hwa Motors Co. Ltd,338000.0
2025/09,2025,9,NISSAN,GTR NISMO,2017,8,1100.0,3799.0,600,2,White,Zhong Hwa Motors Co. Ltd,2480000.0
2025/09,2025,9,MAXUS,MIFA 9 PREMIUM,2024,1,10000.0,,252,7,Black,Celebrity Motors Limited,398000.0
2025/09,2025,9,LAMBORGHINI,AVENTADOR LP700-4,2012,13,11000.0,6498.0,700,2,Yellow,Zhong Hwa Motors Co. Ltd,2180000.0
2025/09,2025,9,FERRARI,F8 tributo,2020,5,7800.0,3902.0,720,2,Red,Zhong Hwa Motors Co. Ltd,3680000.0
2025/09,2025,9,PORSCHE,991 GT3,2014,11,31000.0,3996.0,420,2,Red,Zhong Hwa Motors Co. Ltd,1280000.0
2025/09,2025,9,MERCEDES-BENZ,G63,2020,5,21000.0,3996.0,580,2,White,Zhong Hwa Motors Co. Ltd,2380000.0
2025/09,2025,9,TOYOTA,Vellfire 2.5,2017,8,86000.0,2493.0,180,7,White,Cube Motors Limited,238000.0
2025/09,2025,9,MINI,Cooper S Countryman,2019,6,34661.0,1998.0,184,5,Grey,Win Point Motors Limited,158000.0
2025/09,2025,9,TOYOTA,Vellfire 3.5 VL Modellista,2017,8,55000.0,3456.0,280,7,Black,Hung Wai Motor Trend Limited,248000.0
2025/09,2025,9,BMW,318IA SALOON SPORT,2020,5,104750.0,1998.0,156,5,White,Win Point Motors Limited,118000.0
2025/09,2025,9,TOYOTA,Alphard 2.5 SC,2020,5,18391.0,2493.0,185,7,White,Supreme Motors Limited,378000.0
2025/09,2025,9,MERCEDES-BENZ,E53 AMG 4M,2019,6,6178.0,2999.0,435,5,White,Win Point Motors Limited,378000.0
2025/09,2025,9,TOYOTA,Alphard SC,2020,5,18342.0,2493.0,185,7,White,Supreme Motors Limited,378000.0
2025/09,2025,9,HONDA,Civic FD2 Type R,2009,16,100000.0,1998.0,225,5,White,Hung Wai Motor Trend Limited,188000.0
2025/09,2025,9,BMW,X1 SDRIVE18IA MSPORT EDITION,2022,3,30000.0,1499.0,136,5,Grey,Win Point Motors Limited,218000.0
2025/09,2025,9,MERCEDES-BENZ,GLC300 4Matic,2020,5,46000.0,1991.0,258,5,Grey,Hung Wai Motor Trend Limited,258000.0
2025/09,2025,9,HONDA,FREED HYBRID GB7 CROSSTAR,2022,3,18339.0,1496.0,136,6,Black,Supreme Motors Limited,178000.0
2025/09,2025,9,TOYOTA,Alphard 3.5 Facelift,2020,5,45000.0,3456.0,300,5,White,Hung Wai Motor Trend Limited,378000.0
2025/09,2025,9,TESLA,Model 3 Long Range Dual Motor,2021,4,86884.0,,346,5,Black,Tak Lee Motors (HK) Limited,158000.0
2025/09,2025,9,FERRARI,458 spider,2012,13,16000.0,4497.0,570,2,White,Zhong Hwa Motors Co. Ltd,1680000.0
2025/09,2025,9,TESLA,Model 3 Long Range Dual Motor,2022,3,33036.0,,346,5,Black,Tak Lee Motors (HK) Limited,188000.0
2025/09,2025,9,BMW,i4 eDrive40 M-Sport,2022,3,76000.0,,340,5,Grey,Hung Wai Motor Trend Limited,278000.0
2025/09,2025,9,MASERATI,GHIBLI GRANSPORT RIBELLE,2020,5,65000.0,2979.0,350,5,Black,Autopop Limited,388000.0
2025/09,2025,9,MERCEDES-BENZ,E200 AMG FACELIFT,2020,5,26000.0,1991.0,197,5,White,Autopop Limited,258000.0
2025/09,2025,9,ASTON MARTIN,DB11 AMR,2018,7,19000.0,5204.0,630,4,Grey,Autopop Limited,1580000.0
2025/09,2025,9,BYD,ATTO 3,2024,1,8500.0,,204,5,Black,Celebrity Motors Limited,188000.0
2025/09,2025,9,LAND ROVER,Discovery SPORT SE 7S,2016,9,120000.0,1999.0,240,7,Orange,Wai To Motors Ltd.,98000.0
2025/08,2025,8,BMW,520iA Sport版,2018,7,113783.0,1998.0,184,5,White,Win Fair Motors Limited,98000.0
2025/08,2025,8,TOYOTA,ALPHARD 3.5 SC,2018,7,40000.0,3500.0,301,7,Purple,Yat Chung Car Company,329000.0
2025/08,2025,8,TOYOTA,Alphard 3.5SC,2020,5,37000.0,3500.0,301,7,Black,Yat Chung Car Company,418000.0
2025/08,2025,8,BMW,320IA Saloon ED Edition (F30),2022,3,24000.0,2999.0,367,4,Yellow,Vision Motors (HK) Limited,302000.0
2025/08,2025,8,HONDA,STEPWGN HYBRID SPADA EX,2019,6,35689.0,1993.0,248,7,White,Supreme Motors Limited,198000.0
2025/08,2025,8,LEXUS,NX300,2018,7,68000.0,1998.0,238,5,Grey,Cube Motors Limited,168000.0
2025/08,2025,8,MERCEDES-BENZ,GLB250 AMG 4MATIC,2021,4,22000.0,1991.0,224,7,Blue,Cube Motors Limited,278000.0
2025/08,2025,8,SUZUKI,Jimny 1.5 4WD,2023,2,19000.0,1462.0,102,4,Grey,Cube Motors Limited,178000.0
2025/08,2025,8,MERCEDES-BENZ,V260 AMG Exclusive Extra Long,2019,6,120000.0,1991.0,211,7,Black,Cube Motors Limited,218000.0
2025/08,2025,8,BMW,X5 xDrive40iA M Sport,2020,5,27000.0,2998.0,340,7,Grey,Cube Motors Limited,448000.0
2025/08,2025,8,BMW,X4 xDrive20iA xLine,2019,6,56000.0,1998.0,184,5,Black,Cube Motors Limited,198000.0
2025/08,2025,8,MERCEDES-BENZ,GLB250 4MATIC,2020,5,43000.0,1991.0,224,7,Black,Cube Motors Limited,238000.0
2025/08,2025,8,MERCEDES-BENZ,GLA200 AMG,2020,5,32000.0,1332.0,163,5,Black,Cube Motors Limited,228000.0
2025/08,2025,8,MERCEDES-BENZ,GLB35 AMG 4MATIC,2020,5,38000.0,1991.0,306,7,Black,Cube Motors Limited,388000.0
2025/08,2025,8,BMW,X1 sDrive20iA xLine,2018,7,45000.0,1998.0,192,5,Silver,Cube Motors Limited,108000.0
2025/08,2025,8,BENTLEY,Flyingspur V8S,2017,8,28800.0,4000.0,527,5,White,Deluxe ( China ) Motors Company Limited,838000.0
2025/08,2025,8,PORSCHE,Porsche 911 Carrera Coupe,2016,9,53000.0,3000.0,370,4,Silver,Deluxe ( China ) Motors Company Limited,728000.0
2025/08,2025,8,LAND ROVER,Defender 110 P300,2021,4,39000.0,2000.0,300,5,Black,Deluxe ( China ) Motors Company Limited,718000.0
2025/08,2025,8,LAND ROVER,Rangerover Facelift,2018,7,43000.0,3000.0,380,5,White,Deluxe ( China ) Motors Company Limited,678000.0
2025/08,2025,8,TOYOTA,Alphard2.5Z,2023,2,7300.0,2500.0,183,7,White,Deluxe ( China ) Motors Company Limited,618000.0
2025/08,2025,8,TOYOTA,Alphard 3.5 Exl S,2021,4,27000.0,3500.0,301,7,Black,Deluxe ( China ) Motors Company Limited,478000.0
2025/08,2025,8,PORSCHE,MACAN S,2017,8,42000.0,2997.0,340,5,Black,Celebrity Motors Limited,218000.0
2025/08,2025,8,VOLVO,XC40 B4 Momentum,2020,5,26000.0,1969.0,197,5,Black,Vision Motors (HK) Limited,178000.0
2025/08,2025,8,MERCEDES-BENZ,EQA 250 AMG,2022,3,58000.0,,190,5,Blue,Celebrity Motors Limited,228000.0
2025/08,2025,8,TOYOTA,ALPHARD 2.5 Z,2025,0,100.0,2493.0,182,7,White,Celebrity Motors Limited,638000.0
2025/08,2025,8,TOYOTA,Vellfire 3.5,2015,10,74000.0,3456.0,280,7,White,Hung Wai Motor Trend Limited,218000.0
2025/08,2025,8,BMW,X5 xDrive30D,2014,11,130000.0,2993.0,258,7,White,Hung Wai Motor Trend Limited,168000.0
2025/08,2025,8,LEXUS,UX200,2022,3,36000.0,1987.0,173,5,Black,Cube Motors Limited,198000.0
2025/08,2025,8,BMW,M5 Saloon,2019,6,29000.0,4395.0,600,5,White,Hung Wai Motor Trend Limited,578000.0
2025/08,2025,8,KIA,Sorento GT,2018,7,48000.0,2359.0,188,7,Blue,Cube Motors Limited,108000.0
2025/08,2025,8,TOYOTA,ALPHARD 2.5,2023,2,7800.0,2487.0,182,7,Black,Celebrity Motors Limited,618000.0
2025/08,2025,8,MERCEDES-BENZ,GLC43 AMG,2017,8,86000.0,2996.0,267,5,Grey,Cube Motors Limited,198000.0
2025/08,2025,8,PORSCHE,Cayenne GTS,2016,9,77000.0,3604.0,440,5,Grey,Hung Wai Motor Trend Limited,368000.0
2025/08,2025,8,MAXUS,Mifa 9 Premium,2023,2,39000.0,,244,7,Grey,Hung Wai Motor Trend Limited,368000.0
2025/08,2025,8,TOYOTA,ALPHARD 3.5 SC,2020,5,27000.0,3456.0,301,7,Black,Celebrity Motors Limited,418000.0
2025/08,2025,8,NISSAN,Leaf Luxury,2022,3,24000.0,90.0,150,5,White,Race Art Motors Limited,122000.0
2025/08,2025,8,BMW,X3 xdrive20ia XLine,2019,6,58000.0,1998.0,184,5,Grey,Yat Hei Motors Ltd.,168000.0
2025/08,2025,8,BMW,X5 xdrive35ia M Sport,2014,11,80000.0,2979.0,306,5,White,Yat Hei Motors Ltd.,128000.0
2025/08,2025,8,TOYOTA,Alphard 250 SC,2018,7,50000.0,2493.0,182,7,Black,Yat Hei Motors Ltd.,298000.0
2025/08,2025,8,BMW,iX1 xdrive30,2023,2,11000.0,,313,5,White,Yat Hei Motors Ltd.,338000.0
2025/08,2025,8,TOYOTA,Land Cruiser,2015,10,40000.0,3955.0,231,5,White,Yat Hei Motors Ltd.,528000.0
2025/08,2025,8,MERCEDES-BENZ,S320 Facelift,2017,8,60000.0,2996.0,275,5,Grey,Yat Hei Motors Ltd.,298000.0
2025/08,2025,8,AUDI,A6 Avant 45 TFSI Quattro,2019,6,68000.0,1984.0,245,5,White,Yat Hei Motors Ltd.,218000.0
2025/08,2025,8,BMW,M2 CS,2020,5,11000.0,2979.0,450,4,Black,Yat Hei Motors Ltd.,838000.0
2025/08,2025,8,MERCEDES-BENZ,S450 4MATIC,2021,4,50000.0,2999.0,375,5,Silver,Yat Hei Motors Ltd.,828000.0
2025/08,2025,8,PORSCHE,Cayenne S,2019,6,50000.0,2894.0,440,5,Purple,Yat Hei Motors Ltd.,728000.0
2025/08,2025,8,BMW,M3 coupe,2013,12,30000.0,3999.0,420,4,Grey,Yat Hei Motors Ltd.,468000.0
2025/08,2025,8,TOYOTA,Noah Welcab,2022,3,14000.0,1986.0,170,7,Silver,Yat Hei Motors Ltd.,498000.0
2025/08,2025,8,MITSUBISHI,EVO X,2014,11,50000.0,1998.0,295,5,White,Yat Hei Motors Ltd.,298000.0
2025/08,2025,8,TOYOTA,2025 Vellfire 2.4 Turbo Z premier,2025,0,74.0,2393.0,279,7,White,Supreme Motors Limited,848000.0
2025/08,2025,8,MERCEDES-BENZ,AMG C43,2016,9,70000.0,2996.0,367,5,Black,Neighbour Star,148000.0
2025/08,2025,8,TOYOTA,VELLFIRE 250,2022,3,32800.0,2494.0,182,7,White,Chun Sang Motors Development Company Limited,418000.0
2025/08,2025,8,HONDA,STEPWGN HYBRID SPADA EX,2019,6,35884.0,1993.0,248,7,Blue,Supreme Motors Limited,198000.0
2025/08,2025,8,PORSCHE,718 Boxster S 2.5T,2021,4,12944.0,2497.0,350,2,Black,Win Fair Motors Limited,798000.0
2025/08,2025,8,TOYOTA,Alphard SC,2017,8,35754.0,2493.0,185,7,White,Supreme Motors Limited,248000.0
2025/08,2025,8,MERCEDES-BENZ,GLE450 4MATIC,2019,6,36000.0,2999.0,367,7,Blue,Chun Sang Motors Development Company Limited,498000.0
2025/08,2025,8,FERRARI,488 GTB SS,2017,8,40000.0,3902.0,670,2,Red,Vision Motors (HK) Limited,1980000.0
2025/08,2025,8,MERCEDES-BENZ,E200 AMG FACELIFT,2020,5,29000.0,1991.0,197,5,White,Chun Sang Motors Development Company Limited,278000.0
2025/08,2025,8,TOYOTA,VELLFIRE 350 (2.4 TURBO),2024,1,77.0,2393.0,279,7,Black,Chun Sang Motors Development Company Limited,838000.0
2025/08,2025,8,TOYOTA,ALPHARD 250,2025,0,53.0,2493.0,182,7,Black,Chun Sang Motors Development Company Limited,718000.0
2025/08,2025,8,MERCEDES-BENZ,EQA250 AMG,2022,3,24000.0,,190,5,Black,Chun Sang Motors Development Company Limited,248000.0
2025/08,2025,8,MERCEDES-BENZ,CLS450 4MATIC AMG,2020,5,24000.0,2999.0,367,5,White,Chun Sang Motors Development Company Limited,398000.0
2025/08,2025,8,MERCEDES-BENZ,G350D AMG FACELIFT,2018,7,58000.0,2987.0,245,5,White,Chun Sang Motors Development Company Limited,668000.0
2025/08,2025,8,MERCEDES-BENZ,CLA250 AMG,2021,4,29000.0,1991.0,224,5,Red,Chun Sang Motors Development Company Limited,208000.0
2025/08,2025,8,MERCEDES-BENZ,G350D AMG Facelift (G463),2016,9,100000.0,2987.0,245,5,Silver,Vision Motors (HK) Limited,458000.0
2025/08,2025,8,TOYOTA,ALPHARD 3.5 FACELIFT,2019,6,37000.0,3456.0,300,7,White,Chun Sang Motors Development Company Limited,398000.0
2025/08,2025,8,MERCEDES-BENZ,SL63,2012,13,33000.0,5461.0,537,2,Black,Vision Motors (HK) Limited,498000.0
2025/08,2025,8,HONDA,Civic Type R,2005,20,76000.0,1998.0,215,4,Silver,Vision Motors (HK) Limited,168000.0
2025/08,2025,8,BMW,640i Gran Coupe,2014,11,30000.0,2979.0,320,5,Brown,Vision Motors (HK) Limited,98000.0
2025/08,2025,8,TOYOTA,C-HR Hybrid,2020,5,12000.0,1798.0,122,5,White,Hung Wai Motor Trend Limited,148000.0
2025/08,2025,8,HONDA,Freed GB3,2011,14,98000.0,1496.0,118,7,White,Hung Wai Motor Trend Limited,42800.0
2025/08,2025,8,HONDA,JAZZ RS,2015,10,18000.0,1496.0,132,5,Purple,Race Art Motors Limited,68000.0
2025/08,2025,8,PORSCHE,Macan Facelift,2019,6,45000.0,1984.0,265,5,Black,Wai To Motors Ltd.,388000.0
2025/08,2025,8,MERCEDES-BENZ,A250 Sport AMG,2019,6,55000.0,1991.0,224,5,Black,Hung Wai Motor Trend Limited,138000.0
2025/08,2025,8,TOYOTA,Previa,2019,6,58000.0,2362.0,170,7,Grey,Hung Wai Motor Trend Limited,168000.0
2025/08,2025,8,LEXUS,IS250C,2010,15,76000.0,2500.0,208,4,Purple,Vision Motors (HK) Limited,49800.0
2025/08,2025,8,LEXUS,IS250,2011,14,67000.0,2500.0,208,5,Grey,Vision Motors (HK) Limited,49800.0
2025/08,2025,8,BMW,120IA M Sport Edition (F20),2019,6,34000.0,1998.0,177,5,Orange,Vision Motors (HK) Limited,98000.0
2025/08,2025,8,PORSCHE,718 Boxster S,2016,9,69000.0,2497.0,350,2,Red,Wai To Motors Ltd.,428000.0
2025/08,2025,8,PORSCHE,718 Boxster GTS,2018,7,19000.0,2497.0,365,2,Red,Wai To Motors Ltd.,798000.0
2025/08,2025,8,ROLLS-ROYCE,GHOST SERIES II,2015,10,31947.0,6592.0,570,5,White,"New Method Motors Co., Ltd.",1980000.0
2025/08,2025,8,TOYOTA,ALPHARD 2.5 HYBRID HEV,2025,0,950.0,2487.0,250,7,White,"Ritz Automobile Co., Limited",878000.0
2025/08,2025,8,TESLA,Model Y RWD,2023,2,25113.0,,295,5,Black,A AND S AUTOMOBILE CO. LTD,248000.0
2025/08,2025,8,MINI,MINI COOPER,2016,9,78000.0,1500.0,150,4,Red,A AND S AUTOMOBILE CO. LTD,68000.0
2025/08,2025,8,LEXUS,NX300,2019,6,38000.0,2000.0,238,5,Black,A AND S AUTOMOBILE CO. LTD,218000.0
2025/08,2025,8,BMW,X1 18IA,2020,5,65000.0,1500.0,150,5,Black,A AND S AUTOMOBILE CO. LTD,148000.0
2025/08,2025,8,TESLA,MODEL 3 ST PLUS,2019,6,42000.0,,250,5,Grey,A AND S AUTOMOBILE CO. LTD,158000.0
2025/08,2025,8,MERCEDES-BENZ,GLC300 COUPE,2021,4,42000.0,2000.0,258,5,Black,A AND S AUTOMOBILE CO. LTD,368000.0
2025/08,2025,8,BMW,520 IA M Sport,2021,4,54000.0,2000.0,200,5,Black,A AND S AUTOMOBILE CO. LTD,278000.0
2025/08,2025,8,MERCEDES-BENZ,GLC 250 COUPE,2017,8,69000.0,1991.0,211,5,Grey,Royal Horse Motors Company,178000.0
2025/08,2025,8,MERCEDES-BENZ,A250 SPORT AMG,2018,7,35000.0,1991.0,224,5,Grey,Royal Horse Motors Company,148000.0
2025/08,2025,8,TESLA,MODEL X 60D,2016,9,115000.0,120.0,245,7,Grey,Royal Horse Motors Company,198000.0
2025/08,2025,8,AUDI,Q3 45 TFSI Quattro S-Line,2020,5,48000.0,1984.0,230,5,Blue,Hung Wai Motor Trend Limited,198000.0
2025/08,2025,8,BMW,X3 XDRIVE 3.0IA X-LINE,2020,5,36000.0,2000.0,248,5,Black,Royal Horse Motors Company,238000.0
2025/08,2025,8,MERCEDES-BENZ,C200 AMG FL,2019,6,48000.0,1500.0,184,5,Grey,Royal Horse Motors Company,178000.0
2025/08,2025,8,BMW,I4 EDRIVE 35,2023,2,18000.0,80.0,286,5,Black,Royal Horse Motors Company,368000.0
2025/08,2025,8,AUDI,Q2 35 TFSI,2019,6,41000.0,1395.0,150,5,Brown,Hung Wai Motor Trend Limited,89000.0
2025/08,2025,8,TOYOTA,RAV 4 DELUXE,2021,4,31000.0,2000.0,173,5,White,Royal Horse Motors Company,188000.0
2025/08,2025,8,BMW,X5 XDRIVE40IA XLINE,2019,6,95000.0,2998.0,340,5,Blue,Celebrity Motors Limited,228000.0
2025/08,2025,8,PORSCHE,MACAN 2.0 FACELIFT,2021,4,50308.0,1984.0,252,5,White,Tak Lee Motors (HK) Limited,468000.0
2025/08,2025,8,BMW,X2 SDrive20IA - M Sport Edition (F39),2017,8,47000.0,1998.0,192,5,Blue,Vision Motors (HK) Limited,98000.0
2025/08,2025,8,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,2022,3,42845.0,1198.0,136,7,Black,Tak Lee Motors (HK) Limited,258000.0
2025/08,2025,8,TESLA,MODEL S P-90D,2016,9,35000.0,888.0,417,5,Grey,Race Art Motors Limited,190000.0
2025/08,2025,8,LAND ROVER,Velar R-Dyn P380,2017,8,77000.0,2995.0,380,5,Brown,Wai To Motors Ltd.,368000.0
2025/08,2025,8,TOYOTA,VELLFIRE Z PREMIER 2.4T,2025,0,1000.0,2393.0,279,7,White,"Ritz Automobile Co., Limited",858000.0
2025/08,2025,8,HONDA,Freed GB3,2012,13,70000.0,1496.0,118,7,White,Hung Wai Motor Trend Limited,45000.0
2025/08,2025,8,BMW,M235IA Gran Coupe,2020,5,47668.0,1998.0,306,5,Blue,Autoway Motors Limited,248000.0
2025/08,2025,8,MERCEDES-BENZ,S320 Facelift (V222),2017,8,94000.0,2996.0,272,5,Black,Vision Motors (HK) Limited,268000.0
2025/08,2025,8,MERCEDES-BENZ,EQA250 (H243),2022,3,29000.0,80.0,190,5,White,Vision Motors (HK) Limited,228000.0
2025/08,2025,8,LAND ROVER,Discovery P200 S FaceLift版,2019,6,58000.0,1987.0,200,7,Black,Race Art Motors Limited,198000.0
2025/08,2025,8,SUBARU,BRZ 2.4 RWD 6MT,2023,2,4200.0,2387.0,234,4,Silver,Neighbour Star,258000.0
2025/08,2025,8,TOYOTA,VELLFIRE,2021,4,62000.0,3500.0,274,7,Grey,Race Art Motors Limited,378000.0
2025/08,2025,8,TESLA,MODEL 3 LONG RANGE DUAL MOTOR,2024,1,20000.0,,346,5,Blue,Neighbour Star,288000.0
2025/08,2025,8,MERCEDES-BENZ,C43 AMG 4Matic,2017,8,110000.0,2996.0,367,5,Grey,Hung Wai Motor Trend Limited,158000.0
2025/08,2025,8,BMW,218iA GRAN TOURER （七人車）,2020,5,33088.0,1499.0,136,7,White,Win Point Motors Limited,138000.0
2025/08,2025,8,PORSCHE,Cayenne 3.0,2018,7,55000.0,2995.0,340,5,Blue,Hung Wai Motor Trend Limited,498000.0
2025/08,2025,8,LEXUS,IS250,2015,10,103388.0,2500.0,208,5,Grey,Win Point Motors Limited,78000.0
2025/08,2025,8,BMW,420IA COUPE M SPORT EDITION,2021,4,35000.0,1998.0,184,4,Blue,Neighbour Star,298000.0
2025/08,2025,8,TOYOTA,SPADE G 1.5,2015,10,56200.0,1496.0,109,2,Silver,"Ritz Automobile Co., Limited",62800.0
2025/08,2025,8,TOYOTA,VOXY HYBRID ZS FACELIFT,2020,5,37476.0,1797.0,136,7,Black,"Ritz Automobile Co., Limited",218000.0
2025/08,2025,8,BMW,320IA SALOON M SPORT EDITION,2020,5,30000.0,1998.0,184,5,White,Neighbourcar Group Limited,208000.0
2025/08,2025,8,TOYOTA,C-HR MODELLISTA,2020,5,79800.0,1800.0,122,5,White,Yat Chung Car Company,148000.0
2025/08,2025,8,MERCEDES-BENZ,GLC250 4Matic,2018,7,56000.0,1991.0,211,5,White,Hung Wai Motor Trend Limited,158000.0
2025/08,2025,8,MERCEDES-BENZ,EQA250 AMG,2022,3,35000.0,80.0,190,5,Black,Yat Chung Car Company,248000.0
2025/08,2025,8,TOYOTA,VOXY HYBRID ZS FACELIFT,2020,5,28789.0,1797.0,136,7,White,Supreme Motors Limited,218000.0
2025/08,2025,8,HONDA,STEPWGN HYBRID EX COOL,2019,6,39159.0,1993.0,245,7,White,"Ritz Automobile Co., Limited",208000.0
2025/08,2025,8,HONDA,STEPWGN SPADA HYBRID EX,2018,7,45519.0,1993.0,245,7,Black,"Ritz Automobile Co., Limited",188000.0
2025/08,2025,8,MINI,COOPER S E Yours Edition,2022,3,31967.0,,184,4,Black,Tak Lee Motors (HK) Limited,168000.0
2025/08,2025,8,MERCEDES-BENZ,C200 AMG,2019,6,52000.0,1500.0,184,5,Grey,Yat Chung Car Company,168000.0
2025/08,2025,8,MERCEDES-BENZ,S400,2015,10,100000.0,2996.0,333,5,Black,Celebrity Motors Limited,208000.0
2025/08,2025,8,TOYOTA,2025 Toyota Vellfire 2.4 Turbo Z premier,2025,0,40.0,2393.0,279,7,Black,Supreme Motors Limited,848000.0
2025/08,2025,8,SUZUKI,JIMNY JB74W,2022,3,12000.0,1500.0,102,4,Black,Yat Chung Car Company,178000.0
2025/08,2025,8,BMW,X4 XDrive20iA Facelift版,2021,4,50601.0,1998.0,184,5,White,Win Fair Motors Limited,268000.0
2025/08,2025,8,BMW,118IA Sport,2020,5,40184.0,1499.0,140,5,White,Win Point Motors Limited,128000.0
2025/08,2025,8,MERCEDES-BENZ,EQA 250 AMG,2022,3,28000.0,80.0,190,5,Black,Vision Motors (HK) Limited,228000.0
2025/08,2025,8,LAND ROVER,Discovery Sport Se (P240),2019,6,40000.0,1997.0,240,7,Grey,Pak Yu Motors,158000.0
2025/08,2025,8,PORSCHE,MACAN GTS,2016,9,50000.0,2997.0,360,5,Grey,Autopop Limited,288000.0
2025/08,2025,8,MINI,COOPER S F56,2018,7,50000.0,1998.0,189,4,Grey,Autopop Limited,98000.0
2025/08,2025,8,PORSCHE,718 CAYMAN GT4 RS,2023,2,900.0,3996.0,493,2,Yellow,Autopop Limited,2080000.0
2025/08,2025,8,FERRARI,458 SPIDER,2012,13,19000.0,4497.0,570,2,Grey,Autopop Limited,1480000.0
2025/08,2025,8,ASTON MARTIN,VANTAGE,2018,7,11000.0,3982.0,503,2,Grey,Autopop Limited,1180000.0
2025/08,2025,8,TOYOTA,ALPHARD SC 3.5,2019,6,112000.0,3456.0,301,7,White,Kings Motor Co,358000.0
2025/08,2025,8,TOYOTA,Vellfire 3.5 Facelift,2019,6,90000.0,3456.0,300,7,Purple,Hung Wai Motor Trend Limited,259000.0
2025/08,2025,8,MASERATI,GHIBLI,2015,10,40000.0,2979.0,350,5,Black,Neighbourcar Group Limited,148000.0
2025/08,2025,8,TOYOTA,Alphard 2.5 SC,2016,9,42326.0,2493.0,185,7,White,Supreme Motors Limited,228000.0
2025/08,2025,8,MERCEDES-BENZ,GLA200,2015,10,30000.0,1595.0,156,5,Black,Neighbourcar Group Limited,88000.0
2025/08,2025,8,BMW,M135IA,2020,5,38000.0,1998.0,306,5,Blue,Kings Motor Co,218000.0
2025/08,2025,8,MERCEDES-BENZ,GLC43 AMG Coupe,2020,5,16000.0,2996.0,385,5,Black,Hung Wai Motor Trend Limited,468000.0
2025/08,2025,8,MASERATI,GRANTURISMO MC STRADALE,2013,12,60000.0,4691.0,450,4,Black,Neighbourcar Group Limited,258000.0
2025/08,2025,8,PORSCHE,Cayenne 3.0,2018,7,48000.0,2995.0,340,5,Black,Hung Wai Motor Trend Limited,458000.0
2025/08,2025,8,AUDI,RS4 Avant Quattro,2018,7,50000.0,2894.0,450,5,Blue,Wai To Motors Ltd.,538000.0
2025/08,2025,8,VOLVO,XC90 T5 Momentum,2019,6,88000.0,1969.0,235,7,Black,Hung Wai Motor Trend Limited,168000.0
2025/08,2025,8,MERCEDES-BENZ,C200 FL,2018,7,48000.0,1497.0,184,5,Blue,Neighbourcar Group Limited,188000.0
2025/08,2025,8,MERCEDES-BENZ,E200,2021,4,27000.0,1991.0,197,5,White,Yat Chung Car Company,299000.0
2025/08,2025,8,LEXUS,UX200 ULTIMATE,2020,5,19000.0,1987.0,173,5,White,Celebrity Motors Limited,158000.0
2025/08,2025,8,LEXUS,ES250,2019,6,69600.0,2487.0,207,5,Grey,Win Point Motors Limited,168000.0
2025/08,2025,8,AUDI,Q5 45TFSI QUATTRO,2020,5,48999.0,1984.0,252,5,White,Win Point Motors Limited,198000.0
2025/08,2025,8,TOYOTA,Alphard SC,2016,9,55000.0,2500.0,182,7,Black,Yat Chung Car Company,248000.0
2025/08,2025,8,MASERATI,LEVANTE,2018,7,100000.0,3000.0,440,5,Black,Wheelie Motor Ltd.,348000.0
2025/08,2025,8,HONDA,STEPWGN HYBRID SPADA RP5,2018,7,43115.0,1993.0,235,7,Black,"Ritz Automobile Co., Limited",188000.0
2025/08,2025,8,HONDA,STEPWGN hybrid E;hev spada EX,2020,5,28344.0,1993.0,248,7,Grey,Supreme Motors Limited,208000.0
2025/08,2025,8,MERCEDES-BENZ,GLC300 4MATIC,2021,4,65000.0,1991.0,258,5,Blue,Cube Motors Limited,288000.0
2025/08,2025,8,TOYOTA,VOXY HYBRID Z煌版,2018,7,48000.0,1800.0,136,7,Black,Yat Chung Car Company,179000.0
2025/08,2025,8,HONDA,Stepwgn HYBRID,2019,6,31000.0,2000.0,184,7,Blue,Celebrity Motors Limited,188000.0
